Longitude,Latitude
150.13442,-23.29842
150.13442,-23.29842
150.13442,-23.29842
150.1344173,-23.29842184
150.1344173,-23.29842184
150.1473855,-23.30968505
150.1473855,-23.30968505
150.14739,-23.30969
150.14739,-23.30969
150.14739,-23.30969
150.14739,-23.30969
150.14739,-23.30969
150.14646,-23.31271
150.14646,-23.31271
150.14646,-23.31271
150.14646,-23.31271
150.14646,-23.31271
150.14646,-23.31271
150.1464565,-23.31271039
150.1464565,-23.31271039
150.1464565,-23.31271039
150.1464565,-23.31271039
150.60108,-23.34842
150.53441,-23.36509
150.31773,-23.51509
150.31773,-23.51509
150.3177313,-23.51509017
149.77978,-23.73031
149.77888,-23.73167
149.77888,-23.73167
149.77888,-23.73167
149.78019,-23.73673
149.78019,-23.73673
149.78019,-23.73673
149.78019,-23.73673
149.78019,-23.73673
149.7801888,-23.73673079
149.7801888,-23.73673079
149.7801888,-23.73673079
151.07051,-23.80953
151.07051,-23.80953
151.07051,-23.80953
151.07051,-23.80953
151.07051,-23.80953
151.0705141,-23.8095324
151.0705141,-23.8095324
149.56,-23.83
151.0793893,-23.84341739
151.0793893,-23.84341739
151.07939,-23.84342
151.07939,-23.84342
151.07939,-23.84342
151.07939,-23.84342
151.07939,-23.84342
151.15383,-23.85036
151.15383,-23.85036
151.15383,-23.85036
151.15383,-23.85036
151.15383,-23.85036
151.1538328,-23.85036126
151.1538328,-23.85036126
151.0802361,-23.86508782
151.0802361,-23.86508782
151.08024,-23.86509
151.08024,-23.86509
151.08024,-23.86509
151.08024,-23.86509
151.08024,-23.86509
151.0855137,-23.89036552
151.0855137,-23.89036552
151.08551,-23.89037
151.08551,-23.89037
151.08551,-23.89037
151.08551,-23.89037
151.08551,-23.89037
151.08857,-23.89842
151.08857,-23.89842
151.08857,-23.89842
151.08857,-23.89842
151.08024,-23.89842
151.08024,-23.89842
151.0885692,-23.89842106
151.0902359,-23.90397659
151.0902359,-23.90397659
151.09024,-23.90398
151.09024,-23.90398
151.09024,-23.90398
151.09024,-23.90398
151.09024,-23.90398
149.1317677,-23.95874978
149.1317677,-23.95874978
149.13177,-23.95875
149.13177,-23.95875
149.13177,-23.95875
149.13177,-23.95875
149.13177,-23.95875
149.1317768,-23.9588324
149.1528253,-23.96613865
149.1528253,-23.96613865
149.15283,-23.96614
149.15283,-23.96614
149.15283,-23.96614
149.15283,-23.96614
149.15283,-23.96614
149.1528345,-23.96622129
151.46195,-24.12853
151.46195,-24.12853
151.46083,-24.13
151.46083,-24.13
151.46083,-24.13
151.82606,-24.18175
151.82606,-24.18175
151.82606,-24.18175
151.82606,-24.18175
151.82606,-24.18175
151.82606,-24.18175
151.80106,-24.18175
151.80106,-24.18175
151.826058,-24.18175236
151.826058,-24.18175236
151.8,-24.18333
151.8,-24.18333
151.8,-24.18333
151.2927308,-24.20733357
151.29258,-24.20868
151.29258,-24.20868
151.29258,-24.20868
151.29258,-24.20868
151.29258,-24.20868
151.2925811,-24.20868395
151.2925811,-24.20868395
151.2925811,-24.20868395
151.29563,-24.20999
151.29563,-24.20999
151.29563,-24.20999
151.29563,-24.20999
151.29563,-24.20999
151.2956254,-24.20999119
151.2956254,-24.20999119
151.2956254,-24.20999119
151.2956254,-24.20999119
151.3008209,-24.21714869
151.04167,-24.225
151.04167,-24.225
151.04167,-24.225
151.04167,-24.225
151.64662,-24.25759
151.64662,-24.25759
151.1594,-24.28175
151.1594,-24.28175
151.95522,-24.31508
151.95522,-24.31508
151.95522,-24.31508
151.95522,-24.31508
151.95522,-24.31508
151.9552237,-24.31508455
151.9552237,-24.31508455
150.94691,-24.34425
150.94691,-24.34425
150.94691,-24.34425
150.94691,-24.34425
150.9469052,-24.34425205
150.95468,-24.34814
150.95468,-24.34814
150.95468,-24.34814
150.95468,-24.34814
150.95468,-24.34814
150.9546829,-24.34814094
150.9546829,-24.34814094
150.9595803,-24.35366778
150.9595803,-24.35366778
150.9595803,-24.35366778
150.9595803,-24.35366778
150.9595803,-24.35366778
150.9595803,-24.35366778
150.95958,-24.35367
150.95958,-24.35367
150.95958,-24.35367
150.95958,-24.35367
150.95958,-24.35367
150.95958,-24.35367
150.95958,-24.35367
150.96051,-24.35729
150.96051,-24.35729
150.96051,-24.35729
150.96051,-24.35729
150.96051,-24.35729
150.9605077,-24.35729148
150.9605077,-24.35729148
150.9605077,-24.35729148
150.96205,-24.35794
150.96205,-24.35794
150.96205,-24.35794
150.9620463,-24.35794471
150.9620463,-24.35794471
150.96206,-24.35795
150.96206,-24.35795
151.0344,-24.36509
150.94117,-24.37141
150.94117,-24.37141
150.94027,-24.37278
150.94027,-24.37278
150.94027,-24.37278
150.9297503,-24.38635063
150.97861,-24.39635
150.97861,-24.39635
150.97861,-24.39635
150.97861,-24.39635
150.97861,-24.39635
150.9786111,-24.39635471
150.9786111,-24.39635471
150.9786111,-24.39635471
150.95524,-24.39842
150.95524,-24.39842
151.0344,-24.40675
151.0344,-24.40675
151.0344,-24.40675
151.0344,-24.40675
151.0344047,-24.40675164
151.03997,-24.41314
151.03997,-24.41314
151.03997,-24.41314
151.03997,-24.41314
151.03997,-24.41314
151.0399658,-24.41314146
151.0399658,-24.41314146
151.0399658,-24.41314146
151,-24.416667
151,-24.41667
151.0479776,-24.41992842
151.0479776,-24.41992842
151.04798,-24.41993
151.04798,-24.41993
151.04798,-24.41993
151.04798,-24.41993
151.04798,-24.41993
150.92797,-24.48026
150.92797,-24.48026
150.92796,-24.48026
150.92796,-24.48026
150.92796,-24.48026
150.9279613,-24.48026093
150.9279613,-24.48026093
151.3094016,-24.51091875
151.3094,-24.51092
151.3094,-24.51092
151.3094,-24.51092
151.2736,-24.5368
151.2736,-24.5368
151.2736,-24.5368
151.2736012,-24.53680421
151.2736012,-24.53680421
151.27361,-24.53681
151.27361,-24.53681
151.3210403,-24.5617582
151.3210403,-24.5617582
151.32104,-24.56176
151.32104,-24.56176
151.32104,-24.56176
151.32104,-24.56176
151.32104,-24.56176
151.4585702,-24.57175678
151.4585702,-24.57175678
151.4585702,-24.57175678
151.45857,-24.57176
151.45857,-24.57176
151.45857,-24.57176
151.45857,-24.57176
151.45857,-24.57176
151.5369511,-24.57395614
151.5369511,-24.57395614
151.5369511,-24.57395614
151.53695,-24.57396
151.53695,-24.57396
151.53695,-24.57396
151.53695,-24.57396
151.53695,-24.57396
151.69431,-24.61942
151.69431,-24.61942
151.69431,-24.61942
151.694307,-24.61942396
151.694307,-24.61942396
151.69432,-24.61943
151.69432,-24.61943
151.55717,-24.62483
151.55717,-24.62483
151.55717,-24.62483
151.557172,-24.62483488
151.557172,-24.62483488
151.55718,-24.62484
151.55718,-24.62484
151.9869,-24.6569
151.9869,-24.6569
151.9869,-24.6569
151.9869,-24.6569
151.9869,-24.6569
151.9869,-24.6569
151.9869,-24.6569
151.54167,-24.65833
151.54167,-24.65833
151.54167,-24.65833
151.54167,-24.65833
151.9794268,-24.66385547
151.9794268,-24.66385547
151.97944,-24.66386
151.97944,-24.66386
151.97943,-24.66386
151.97943,-24.66386
151.97943,-24.66386
151.33056,-24.66776
151.3305604,-24.6677633
151.32771,-24.6713
151.32771,-24.6713
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.3277117,-24.6713042
151.32806,-24.67194
151.32806,-24.67194
151.32806,-24.67194
151.32794,-24.67311
151.32794,-24.67311
151.32794,-24.67311
151.32794,-24.67311
151.32794,-24.67311
151.32794,-24.67311
151.3648224,-24.6739686
151.3648224,-24.6739686
151.3648224,-24.6739686
151.36482,-24.67397
151.33857,-24.67817
151.33857,-24.67817
151.33959,-24.68429
151.33959,-24.68429
151.33959,-24.68429
150.99472,-24.72333
150.99472,-24.72333
150.99472,-24.72333
150.9947,-24.72333
151.5417232,-24.72337849
151.5417232,-24.72337849
151.5417232,-24.72337849
151.5417232,-24.72337849
151.54172,-24.72338
151.54172,-24.72338
151.54172,-24.72338
151.54172,-24.72338
151.54172,-24.72338
151.54172,-24.72338
150.9935774,-24.7233953
150.99358,-24.7234
150.99358,-24.7234
151.5416601,-24.72879557
151.5416601,-24.72879557
151.5416601,-24.72879557
151.54166,-24.7288
151.54166,-24.7288
151.54166,-24.7288
151.54166,-24.7288
151.54166,-24.7288
152.0625421,-24.7440453
152.06254,-24.74405
152.0625,-24.74417
152.0625,-24.74417
149.1511,-24.76925
149.1511,-24.76925
149.1511,-24.76925
149.1511035,-24.76925052
149.1511035,-24.76925052
147.20114,-24.79377
147.20114,-24.79377
147.20114,-24.79377
147.20114,-24.79377
147.20114,-24.79377
147.2011407,-24.79377401
147.2011407,-24.79377401
151.97564,-24.8002
151.975635,-24.800201
151.975635,-24.800201
151.97556,-24.80028
151.97556,-24.80028
151.97556,-24.80028
151.97556,-24.80028
151.0404,-24.89588
151.0404,-24.89588
151.0404,-24.89588
151.0404,-24.89588
151.0404,-24.89588
151.0403978,-24.8958838
151.0403978,-24.8958838
151.0403894,-24.89596969
151.49829,-24.91786
151.49829,-24.91786
151.55637,-24.93354
151.55637,-24.93354
151.55637,-24.93354
151.5563705,-24.93354337
151.5563705,-24.93354337
151.55638,-24.93355
151.55638,-24.93355
150.08442,-24.94841
148.27602,-24.96376
148.27602,-24.96376
148.27602,-24.96376
148.27602,-24.96376
148.27602,-24.96376
148.2760208,-24.96376074
148.2760208,-24.96376074
148.2760263,-24.96384692
151.4982884,-24.98452823
151.4982884,-24.98452823
151.49829,-24.98453
151.49829,-24.98453
151.49829,-24.98453
151.49829,-24.98453
151.49829,-24.98453
151.5174797,-25.00086274
151.5174797,-25.00086274
148.2167,-25.05
148.21666,-25.05
148.21666,-25.05
148.21666,-25.05
148.2280594,-25.05608189
148.2336172,-25.0596485
148.2336172,-25.0596485
148.23362,-25.05965
148.23362,-25.05965
148.23362,-25.05965
148.23362,-25.05965
148.23362,-25.05965
148.23621,-25.06031
148.2348151,-25.0604783
148.2348151,-25.0604783
148.23482,-25.06048
148.23482,-25.06048
148.23482,-25.06048
148.23482,-25.06048
148.23482,-25.06048
148.23527,-25.06167
148.23527,-25.06167
148.23527,-25.06167
152.00106,-25.06508
152.00106,-25.06508
148.24745,-25.0688
148.24745,-25.0688
148.24745,-25.0688
148.24745,-25.0688
151.9367,-25.11556
151.93667,-25.11556
151.93667,-25.11556
151.9843945,-25.1317496
151.9843945,-25.1317496
151.98439,-25.13175
151.98439,-25.13175
151.98439,-25.13175
149.17813,-25.20041
149.17813,-25.20041
149.17813,-25.20041
149.17813,-25.20041
149.17813,-25.20041
149.1781268,-25.20041362
149.1781268,-25.20041362
149.1781362,-25.20050054
151.9135631,-25.23452752
151.9135631,-25.23452752
151.91356,-25.23453
151.91356,-25.23453
151.91356,-25.23453
151.91356,-25.23453
151.91356,-25.23453
151.91356,-25.23453
152.75978,-25.27637
151.90277,-25.31388
151.90277,-25.31388
151.90277,-25.31388
151.9028,-25.31389
151.9028,-25.31389
151.8622222,-25.35527778
151.8622222,-25.35527778
151.86222,-25.35528
151.86222,-25.35528
151.86222,-25.35528
151.86222,-25.35528
151.86222,-25.35528
151.87976,-25.35806
151.87976,-25.35806
151.87888,-25.35944
151.87888,-25.35944
151.87888,-25.35944
151.8844444,-25.365
151.88444,-25.365
151.88444,-25.365
151.88444,-25.365
151.88444,-25.365
150.15539,-25.36863
150.15539,-25.36863
150.15539,-25.36863
150.15539,-25.36863
150.15539,-25.36863
150.1553934,-25.36863136
150.1553934,-25.36863136
151.83444,-25.38167
153.03017,-25.39223
152.53179,-25.39982
152.53179,-25.39982
152.53179,-25.39982
152.53179,-25.39982
152.53179,-25.39982
152.531794,-25.39982279
152.531794,-25.39982279
152.531794,-25.39982279
152.3612823,-25.41068555
152.3612823,-25.41068555
152.36128,-25.41069
152.36128,-25.41069
152.36128,-25.41069
152.3791,-25.41289
152.3791,-25.41289
152.3791,-25.41289
152.3790957,-25.41289136
152.3790957,-25.41289136
152.3791,-25.4129
152.3791,-25.4129
153.04855,-25.44841
153.04855,-25.44841
151.3589831,-25.4644563
151.35898,-25.46446
153.04879,-25.46657
153.04879,-25.46657
153.05585,-25.47407
153.05585,-25.47407
153.05583,-25.47417
153.05583,-25.47417
153.05078,-25.4747
153.05078,-25.4747
153.05078,-25.4747
153.05078,-25.4747
153.05079,-25.47471
153.05079,-25.47471
153.05079,-25.47471
153.05079,-25.47471
153.04972,-25.47639
153.04972,-25.47639
153.04972,-25.47639
153.04972,-25.47639
153.04972,-25.47639
153.04972,-25.47639
153.04972,-25.47639
152.29568,-25.48024
152.29568,-25.48024
152.29568,-25.48024
152.2956812,-25.48024078
152.2956812,-25.48024078
152.29569,-25.48025
152.29569,-25.48025
149.64705,-25.4912
149.64705,-25.4912
149.64705,-25.4912
149.64705,-25.4912
149.64705,-25.4912
149.64705,-25.4912
149.64705,-25.4912
152.05523,-25.59425
152.55789,-25.60308
152.55789,-25.60308
152.55789,-25.60308
152.55789,-25.60308
152.55789,-25.60308
152.557894,-25.6030848
152.557894,-25.6030848
152.3438755,-25.60382335
153.04884,-25.60383
153.04884,-25.60383
153.04885,-25.60384
153.04885,-25.60384
153.04777,-25.60556
153.04777,-25.60556
153.04777,-25.60556
152.63333,-25.63333
152.633333,-25.633333
152.46806,-25.63473
152.46722,-25.63611
152.46722,-25.63611
152.46722,-25.63611
152.40743,-25.63895
152.40743,-25.63895
152.40743,-25.63895
152.40743,-25.63895
152.40743,-25.63895
152.4074301,-25.63895236
152.4074301,-25.63895236
152.4074301,-25.63895236
152.0895329,-25.64017734
152.0895329,-25.64017734
152.08953,-25.64018
152.08953,-25.64018
152.08953,-25.64018
152.08953,-25.64018
152.08953,-25.64018
152.4074724,-25.64046957
152.48086,-25.6414
152.48,-25.64278
152.48,-25.64278
152.48,-25.64278
152.4382859,-25.64646985
152.4382859,-25.64646985
152.4382859,-25.64646985
152.43829,-25.64647
152.43829,-25.64647
152.43829,-25.64647
152.43829,-25.64647
152.43829,-25.64647
152.5552271,-25.65093636
152.5552271,-25.65093636
152.5552271,-25.65093636
152.5552271,-25.65093636
152.55523,-25.65094
152.55523,-25.65094
152.55523,-25.65094
152.55523,-25.65094
152.55523,-25.65094
152.5325304,-25.65857548
152.42916,-25.66723
152.51586,-25.66779
152.42833,-25.66861
152.42833,-25.66861
152.42833,-25.66861
152.515,-25.66917
152.515,-25.66917
152.515,-25.66917
152.4597013,-25.67114675
152.01874,-25.67324
152.01874,-25.67324
152.01874,-25.67324
152.0187447,-25.6732446
152.0187447,-25.6732446
152.01875,-25.67325
152.01875,-25.67325
152.40616,-25.6939
152.40527,-25.69528
152.40527,-25.69528
152.40527,-25.69528
151.0510818,-25.72341914
151.05108,-25.72342
151.05108,-25.72342
151.05108,-25.72342
151.05108,-25.72342
152.43671,-25.73099
152.43671,-25.73099
152.43671,-25.73099
152.43671,-25.73099
152.43671,-25.73099
152.4367123,-25.730993
152.4367123,-25.730993
152.08023,-25.84841
152.08023,-25.84841
152.08023,-25.84841
152.08023,-25.84841
152.08023,-25.84841
152.08023,-25.84841
152.0802326,-25.84841418
152.0802326,-25.84841418
151.09849,-25.86181
151.09849,-25.86181
151.09849,-25.86181
151.09849,-25.86181
151.09849,-25.86181
151.0984928,-25.86181233
151.0984928,-25.86181233
151.0984928,-25.86181233
152.6211759,-25.87866926
152.6211759,-25.87866926
152.6211759,-25.87866926
152.6211759,-25.87866926
152.6211759,-25.87866926
152.6211759,-25.87866926
152.62118,-25.87867
152.62118,-25.87867
152.62118,-25.87867
152.62118,-25.87867
152.62118,-25.87867
152.62118,-25.87867
152.62118,-25.87867
152.62674,-25.87869
152.62674,-25.87869
152.62674,-25.87869
152.62674,-25.87869
152.62674,-25.87869
152.6267357,-25.8786927
152.6267357,-25.8786927
152.6267357,-25.8786927
152.25018,-25.91163
152.25018,-25.91163
152.25018,-25.91163
152.2501764,-25.91163489
152.2501764,-25.91163489
152.25018,-25.91164
152.25018,-25.91164
153.01085,-25.92862
153.01,-25.93
153.01,-25.93
153.01,-25.93
153.01,-25.93
152.01,-25.93
152.01,-25.93
152.01,-25.93
152.24856,-25.93465
152.24856,-25.93465
152.24856,-25.93465
152.2485628,-25.93465156
152.2485628,-25.93465156
152.24857,-25.93466
152.24857,-25.93466
151.2948553,-25.98513824
153.13077,-26.03702
152.67331,-26.04381
152.67331,-26.04381
152.67331,-26.04381
152.6733111,-26.04381223
152.6733111,-26.04381223
152.67332,-26.04382
152.67332,-26.04382
152.7050496,-26.04410906
152.7050496,-26.04410906
152.70505,-26.04411
152.70505,-26.04411
152.70505,-26.04411
152.70505,-26.04411
152.70505,-26.04411
153.0474333,-26.04996667
153.0474333,-26.04996667
153.04743,-26.04997
153.04743,-26.04997
153.04743,-26.04997
153.04743,-26.04997
153.04743,-26.04997
152.69964,-26.05866
152.69964,-26.05866
152.69964,-26.05866
152.69964,-26.05866
152.69964,-26.05866
152.6996447,-26.05866286
152.6996447,-26.05866286
150.8427548,-26.06508724
150.84275,-26.06509
150.84275,-26.06509
150.84275,-26.06509
150.84275,-26.06509
150.84275,-26.06509
152.9820483,-26.0752067
152.9820483,-26.0752067
152.98205,-26.07521
152.98205,-26.07521
152.98205,-26.07521
152.98206,-26.07522
152.98206,-26.07522
153.11,-26.08
152.5463308,-26.14862695
152.5463308,-26.14862695
152.54633,-26.14863
152.54633,-26.14863
152.54633,-26.14863
152.54634,-26.14864
152.54634,-26.14864
152.5548394,-26.15090522
152.5548394,-26.15090522
152.5548394,-26.15090522
152.55484,-26.15091
152.55484,-26.15091
152.55484,-26.15091
152.55484,-26.15091
152.55484,-26.15091
152.5524785,-26.15446601
152.5524785,-26.15446601
152.55248,-26.15447
152.55248,-26.15447
152.55248,-26.15447
152.55248,-26.15447
152.55248,-26.15447
150.3540561,-26.1591258
150.3540561,-26.1591258
150.35406,-26.15913
150.35406,-26.15913
150.35406,-26.15913
150.35406,-26.15913
150.35406,-26.15913
152.577,-26.2054
152.577,-26.2054
152.577,-26.2054
152.576996,-26.205404
152.576996,-26.205404
152.43856,-26.20674
152.43856,-26.20674
152.43856,-26.20674
152.43856,-26.20674
152.438564,-26.2067446
152.6102001,-26.22431857
152.46778,-26.2275
152.46778,-26.2275
152.46778,-26.2275
152.46778,-26.2275
152.46778,-26.2275
152.4677777,-26.2275
152.4677777,-26.2275
152.45106,-26.23174
152.45106,-26.23174
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96778,-26.26111
152.96767,-26.26116
152.96767,-26.26116
152.96767,-26.26116
152.96767,-26.26116
152.96767,-26.26116
152.968,-26.2612
150.93722,-26.38031
150.93722,-26.38031
150.93722,-26.38031
150.93722,-26.38031
150.93722,-26.38031
150.937218,-26.3803146
150.937218,-26.3803146
150.937218,-26.3803146
152.86412,-26.3825
152.86412,-26.3825
152.864117,-26.382502
153.0859701,-26.38501469
153.0983247,-26.39463419
153.00499,-26.39466
153.00499,-26.39466
153.0049868,-26.39466303
153.10981,-26.39499
153.10981,-26.39499
153.1098143,-26.39499248
153.01312,-26.39727
153.01312,-26.39727
153.0131213,-26.39727494
152.889161,-26.407399
152.889161,-26.407399
152.88916,-26.4074
152.88916,-26.4074
152.88916,-26.4074
152.88916,-26.4074
152.88916,-26.4074
152.41596,-26.41
152.41596,-26.41
152.41596,-26.41
152.4159649,-26.41000336
152.4159649,-26.41000336
152.41597,-26.41001
152.41597,-26.41001
152.58333,-26.41666
152.58333,-26.41666
152.58333,-26.41667
152.58333,-26.41667
152.58333,-26.41667
153.078156,-26.417497
153.07816,-26.4175
153.07816,-26.4175
153.08,-26.42
153.08,-26.42
153.059948,-26.43833
152.9697476,-26.4581951
152.96975,-26.4582
152.7123055,-26.4600756
152.7123055,-26.4600756
152.7123055,-26.4600756
152.71231,-26.46008
152.71231,-26.46008
152.71231,-26.46008
152.71231,-26.46008
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.74444,-26.49444
152.7444,-26.49444
152.7444,-26.49444
152.7444,-26.49444
152.72736,-26.49473
152.72736,-26.49473
152.64632,-26.53939
152.65777,-26.54169
152.65777,-26.54169
152.65777,-26.54169
152.6577722,-26.54169459
152.6577722,-26.54169459
152.94006,-26.54501
152.94006,-26.54501
152.93916,-26.54639
152.93916,-26.54639
152.93916,-26.54639
152.8874123,-26.57065946
152.88741,-26.57066
152.88741,-26.57066
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.75,-26.58333
152.8276,-26.6125
152.8276,-26.6125
152.8276,-26.6125
152.8276,-26.6125
152.8276,-26.6125
152.8276,-26.6125
152.8276,-26.6125
152.95278,-26.61472
152.95278,-26.61472
152.95278,-26.61472
152.953,-26.6148
152.95265,-26.61485
152.448923,-26.6374375
152.44892,-26.63744
152.44892,-26.63744
152.8134352,-26.644275
152.81344,-26.64428
152.64695,-26.64582
152.64695,-26.64582
153.005184,-26.652757
153.005184,-26.652757
152.6344,-26.65674
152.6344,-26.65674
152.8631846,-26.65866333
152.593,-26.6689
152.59289,-26.66894
152.6057474,-26.66914813
152.6057474,-26.66914813
152.60575,-26.66915
152.60575,-26.66915
152.60575,-26.66915
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.064736,-26.670841
153.047907,-26.671987
152.867871,-26.67255671
152.8678019,-26.6725745
152.8678019,-26.6725745
152.8678019,-26.6725745
152.8677905,-26.67261513
152.8678364,-26.67262622
152.8678364,-26.67262622
152.8677556,-26.67267984
152.8677556,-26.67267984
152.8677556,-26.67267984
152.8677556,-26.67267984
152.8677556,-26.67267984
152.84278,-26.67333
153.02606,-26.67341
153.02606,-26.67341
153.02606,-26.67341
153.02606,-26.67341
153.02606,-26.67341
153.025,-26.675
153.025,-26.675
153.025,-26.675
153.015717,-26.67527703
153.016211,-26.675552
153.016211,-26.675552
152.62131,-26.67684
152.6213112,-26.6768428
152.0889,-26.67788
152.0889,-26.67788
152.0889,-26.67788
152.0889,-26.67788
152.0889,-26.67788
152.0889,-26.67788
152.0889,-26.67788
153.01506,-26.67806
153.01506,-26.67806
153.01506,-26.67806
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01506,-26.67807
153.01444,-26.67944
153.01444,-26.67944
153.01444,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.01416,-26.67944
153.0145,-26.67945
153.0142,-26.67945
153.03,-26.68
153.039062,-26.680788
153.03906,-26.68079
153.03906,-26.68079
153.0393,-26.68101
153.0393,-26.68101
153.0393013,-26.68101312
153.01972,-26.68138
153.01972,-26.68138
153.01972,-26.68138
153.03194,-26.68139
153.03194,-26.68139
153.03194,-26.68139
153.0197,-26.68139
153.0203,-26.68194
153.02028,-26.68194
153.02028,-26.68194
153.0401227,-26.6823893
153.0401227,-26.6823893
153.01666,-26.68639
153.01666,-26.68639
153.01666,-26.68639
153.0175,-26.68917
153.0175,-26.68917
153.0175,-26.68917
153.0175,-26.68917
152.47654,-26.69218
152.47654,-26.69218
152.47654,-26.69218
152.47654,-26.69218
152.47654,-26.69218
152.4765402,-26.6921825
152.4765402,-26.6921825
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
153.0380555,-26.7001125
152.64219,-26.70039
153.04468,-26.70166
153.04468,-26.70166
153.04468,-26.70166
153.044677,-26.701661
153.03786,-26.70216
153.037857,-26.702162
153.0389573,-26.703129
153.03896,-26.70313
152.5344,-26.70674
152.5344,-26.70674
152.5344,-26.70674
152.5344,-26.70674
152.5344,-26.70674
152.5344,-26.70674
