X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
521.0,521.0,train,2.9490565337180613E-4,34.1919753020465,0.7107834072257804
522.0,522.0,train,3.351422219853001E-4,75.5547795880639,0.7558182763881476
523.0,523.0,train,2.3433803072239642E-4,20.765986657209577,0.6268555383799028
524.0,524.0,train,2.8754590412338895E-4,32.468327093636596,0.7016891344879973
525.0,525.0,train,2.803663206415454E-4,31.475177438253855,0.6925420085668554
526.0,526.0,train,3.374021776598024E-4,78.51724994849289,0.758128700858283
527.0,527.0,train,3.351422219853001E-4,75.5547795880639,0.7558182763881476
528.0,528.0,train,3.023656343995945E-4,39.22116785303126,0.7197186370920801
529.0,529.0,train,3.0050718097084073E-4,38.35817059860665,0.7175188222432741
530.0,530.0,train,3.280025848856151E-4,65.67321594376068,0.7483732034758461
531.0,531.0,train,2.8920010496577656E-4,33.664954953262566,0.7037577919815698
532.0,532.0,train,3.374021776598024E-4,78.51724994849289,0.758128700858283
533.0,533.0,train,2.8920010496577656E-4,33.664954953262566,0.7037577919815698
534.0,534.0,train,3.280025848856151E-4,65.67321594376068,0.7483732034758461
535.0,535.0,train,3.1159262211710406E-4,46.15021637029708,0.730389371071258
