"","chl","gsla","mo","sst","vcur"
"1",0.529092967510223,0.0201650112867355,"1",22.6269989013672,-0.0603702738881111
"2",2.22824192047119,0.0219528470188379,"1",22.3768863677979,-0.0362848080694675
"3",1.22210991382599,0.0209157858043909,"1",22.6818408966064,-0.0715736746788025
"4",0.686457753181458,0.0261707808822393,"1",21.3697605133057,0.0523680783808231
"5",0.657719552516937,-0.0135033233091235,"1",24.8899726867676,-0.460409969091415
"6",0.657719552516937,-0.0135033233091235,"1",24.8899726867676,-0.460409969091415
"7",0.657719552516937,-0.0135033233091235,"1",24.8899726867676,-0.460409969091415
"8",2.22430992126465,0.0178919639438391,"1",22.4619331359863,-0.0695232376456261
"9",0.508883237838745,0.020002705976367,"1",22.6406745910645,-0.0687421932816505
"10",0.508883237838745,0.020002705976367,"1",22.6406745910645,-0.0687421932816505
"11",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"12",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"13",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"14",0.508883237838745,0.020002705976367,"1",22.6406745910645,-0.0687421932816505
"15",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"16",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"17",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"18",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"19",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"20",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"21",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"22",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"23",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"24",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"25",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"26",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"27",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"28",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"29",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"30",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
"31",0.597105383872986,0.0209052208811045,"1",22.6045970916748,-0.031523946672678
